UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
375,L00375,L,299.1,308.1,1243,21.3,26,0,0,0,0,0,0
376,L00376,L,300.2,309.5,1734,46.2,248,1,0,0,0,1,0
377,H00377,H,298.8,308.6,1505,48.9,244,0,0,0,0,0,0
378,L00378,L,299.6,309.1,1168,38.0,151,0,0,0,0,0,0
379,L00379,L,305.2,314.5,1259,48.9,36,0,0,0,0,0,0
380,M00380,M,300.4,309.1,1536,51.7,243,0,0,0,0,0,0
381,M00381,M,300.9,312.9,1580,45.3,230,0,0,0,0,0,0
382,H00382,H,298.6,308.1,1184,18.3,253,0,0,0,0,0,0
383,M00383,M,302.0,312.4,1506,28.5,131,0,0,0,0,0,0
384,L00384,L,301.5,309.8,1665,56.9,88,0,0,0,0,0,0
385,L00385,L,301.5,312.9,1700,40.8,95,0,0,0,0,0,0
386,H00386,H,300.4,310.6,1417,40.9,131,0,0,0,0,0,0
387,M00387,M,302.1,311.6,1588,31.7,234,0,0,0,0,0,0
388,H00388,H,302.5,312.1,1714,33.6,38,0,0,0,0,0,0
389,L00389,L,300.6,311.4,1670,51.9,164,1,0,0,1,0,0
390,H00390,H,299.8,306.8,1678,55.0,237,1,0,0,0,1,0
391,M00391,M,301.8,311.0,1523,48.0,72,0,0,0,0,0,0
392,L00392,L,298.2,308.1,1481,45.5,133,0,0,0,0,0,0
393,M00393,M,298.6,308.4,1554,46.3,204,0,0,0,0,0,0
394,M00394,M,299.9,312.4,1347,39.3,133,0,0,0,0,0,0
395,L00395,L,296.5,306.2,1722,28.0,133,0,0,0,0,0,0
396,L00396,L,301.7,312.6,1194,25.8,194,0,0,0,0,0,0
397,H00397,H,298.1,309.9,1399,53.1,47,0,0,0,0,0,0
398,L00398,L,299.1,309.7,1493,39.7,181,0,0,0,0,0,0
399,L00399,L,299.6,308.9,1594,44.8,231,0,0,0,0,0,0
400,L00400,L,300.1,308.8,1632,42.1,26,0,0,0,0,0,0
401,L00401,L,299.3,310.1,1798,42.6,15,0,0,0,0,0,0
402,H00402,H,299.9,311.5,1516,43.4,27,0,0,0,0,0,0
403,M00403,M,299.9,310.4,1356,47.0,189,0,0,0,0,0,0
404,L00404,L,299.1,310.3,1471,32.3,99,0,0,0,0,0,0
405,H00405,H,298.5,311.0,1436,51.8,123,0,0,0,0,0,0
406,H00406,H,302.2,313.0,1604,32.6,189,0,0,0,0,0,0
407,L00407,L,295.8,304.7,1287,42.4,132,0,0,0,0,0,0
408,H00408,H,299.6,309.6,1465,28.2,157,0,0,0,0,0,0
409,L00409,L,299.1,310.4,1825,38.3,215,0,0,0,0,0,0
410,H00410,H,300.8,310.6,1536,33.4,119,0,0,0,0,0,0
411,M00411,M,297.1,308.6,1289,40.2,224,0,0,0,0,0,0
412,M00412,M,299.0,308.9,1432,47.4,135,0,0,0,0,0,0
413,L00413,L,299.8,310.1,1168,40.8,102,0,0,0,0,0,0
414,H00414,H,302.1,311.8,1488,59.6,71,0,0,0,0,0,0
415,L00415,L,300.7,310.8,1830,48.0,185,0,0,0,0,0,0
416,L00416,L,297.6,307.8,1263,37.7,157,0,0,0,0,0,0
417,L00417,L,299.0,307.4,1209,39.1,204,1,0,1,0,0,0
418,M00418,M,301.8,311.3,1369,43.8,141,0,0,0,0,0,0
419,L00419,L,297.6,306.4,1684,47.0,219,0,0,0,0,0,0
420,H00420,H,299.8,309.4,1841,27.7,78,0,0,0,0,0,0
421,M00421,M,300.0,309.2,1590,46.4,188,0,0,0,0,0,0
422,L00422,L,299.2,310.2,1243,27.9,100,0,0,0,0,0,0
423,L00423,L,305.4,316.4,1496,45.4,29,0,0,0,0,0,0
424,L00424,L,299.2,309.7,1858,51.0,134,0,0,0,0,0,0
425,M00425,M,300.9,309.6,1438,43.0,62,0,0,0,0,0,0
426,H00426,H,298.5,308.4,1528,16.7,21,0,0,0,0,0,0
427,L00427,L,301.1,309.7,1548,22.2,92,0,0,0,0,0,0
428,H00428,H,301.7,311.6,1191,45.6,252,0,0,0,0,0,0
429,L00429,L,298.8,309.5,1700,15.5,226,0,0,0,0,0,0
430,H00430,H,299.9,310.9,1671,46.1,253,0,0,0,0,0,0
431,H00431,H,298.2,308.7,1168,49.8,12,0,0,0,0,0,0
432,M00432,M,297.7,309.0,1234,51.4,42,0,0,0,0,0,0
433,M00433,M,302.1,312.3,1306,37.6,62,0,0,0,0,0,0
434,H00434,H,298.9,308.7,1650,44.4,191,0,0,0,0,0,0
435,L00435,L,295.2,306.0,1350,42.1,247,0,0,0,0,0,0
436,L00436,L,303.5,314.4,1580,25.3,103,0,0,0,0,0,0
437,L00437,L,298.4,307.9,1464,47.5,148,0,0,0,0,0,0
438,M00438,M,299.5,309.9,1514,53.9,25,0,0,0,0,0,0
439,M00439,M,303.3,313.0,1599,46.9,162,0,0,0,0,0,0
440,M00440,M,299.7,307.7,1554,35.0,231,0,0,0,0,0,0
441,H00441,H,299.7,310.1,1496,47.4,172,0,0,0,0,0,0
442,L00442,L,297.5,306.2,1565,53.0,165,0,0,0,0,0,0
443,M00443,M,296.7,307.1,1543,51.7,126,0,0,0,0,0,0
444,L00444,L,299.7,308.1,1458,50.3,114,0,0,0,0,0,0
445,L00445,L,300.7,310.0,1414,24.1,94,0,0,0,0,0,0
446,M00446,M,300.6,310.2,1876,44.0,211,0,0,0,0,0,0
447,H00447,H,299.0,310.2,1411,46.5,168,0,0,0,0,0,0
448,M00448,M,300.0,309.5,1773,50.4,79,0,0,0,0,0,0
449,L00449,L,296.3,305.3,1363,45.2,131,0,0,0,0,0,0
450,M00450,M,300.9,311.3,1662,55.5,32,0,0,0,0,0,0
451,L00451,L,300.3,310.1,1857,21.7,12,0,0,0,0,0,0
452,H00452,H,303.9,314.7,1432,45.6,39,0,0,0,0,0,0
453,M00453,M,300.0,309.0,1367,44.8,222,0,0,0,0,0,0
454,L00454,L,298.1,308.3,1414,49.0,65,0,0,0,0,0,0
455,L00455,L,299.9,312.4,1496,55.4,244,0,0,0,0,0,0
456,L00456,L,299.3,309.1,1564,31.1,86,0,0,0,0,0,0
457,H00457,H,300.9,311.1,1492,55.1,109,0,0,0,0,0,0
458,L00458,L,300.1,308.4,1416,48.1,205,0,0,0,0,0,0
459,M00459,M,297.5,306.6,1891,38.1,60,0,0,0,0,0,0
460,M00460,M,296.7,307.2,1460,30.9,233,0,0,0,0,0,0
461,M00461,M,300.5,310.2,1376,42.0,168,0,0,0,0,0,0
462,L00462,L,302.8,313.4,1666,42.9,16,0,0,0,0,0,0
463,H00463,H,300.2,310.6,1669,43.4,247,0,0,0,0,0,0
464,L00464,L,301.6,310.3,1782,33.7,73,0,0,0,0,0,0
465,M00465,M,302.0,313.0,1886,46.1,62,0,0,0,0,0,0
466,M00466,M,300.5,309.3,1569,35.9,230,0,0,0,0,0,0
467,M00467,M,298.4,307.6,1442,52.2,85,0,0,0,0,0,0
468,H00468,H,300.4,310.6,1168,57.1,188,0,0,0,0,0,0
469,L00469,L,302.4,314.0,1312,31.9,9,0,0,0,0,0,0
470,M00470,M,301.1,310.1,1542,40.6,236,0,0,0,0,0,0
471,L00471,L,301.5,311.6,1264,49.7,104,0,0,0,0,0,0
472,L00472,L,299.1,309.2,1183,42.8,45,0,0,0,0,0,0
473,L00473,L,299.6,310.3,1513,26.5,248,0,0,0,0,0,0
474,L00474,L,299.8,310.9,1655,48.6,188,0,0,0,0,0,0
475,L00475,L,299.9,309.5,1451,33.9,201,0,0,0,0,0,0
476,L00476,L,302.3,313.3,1679,42.0,127,0,0,0,0,0,0
477,L00477,L,295.3,306.6,1623,30.1,174,0,0,0,0,0,0
478,M00478,M,300.1,311.8,1730,47.9,77,0,0,0,0,0,0
479,M00479,M,299.8,310.3,1935,35.8,134,0,0,0,0,0,0
480,L00480,L,297.3,307.4,2023,49.0,96,0,0,0,0,0,0
481,L00481,L,301.3,310.9,1646,37.9,108,0,0,0,0,0,0
482,L00482,L,298.6,307.1,1408,35.2,1,0,0,0,0,0,0
483,M00483,M,299.3,309.0,1512,44.1,208,0,0,0,0,0,0
484,L00484,L,303.7,313.8,1815,29.3,55,0,0,0,0,0,0
485,L00485,L,302.0,311.9,1321,58.0,120,0,0,0,0,0,0
486,L00486,L,301.1,311.7,1790,41.9,167,0,0,0,0,0,0
487,L00487,L,300.8,309.3,1466,34.3,9,0,0,0,0,0,0
488,L00488,L,299.7,309.5,1545,36.0,87,0,0,0,0,0,0
489,M00489,M,304.0,316.0,1338,40.2,70,0,0,0,0,0,0
490,M00490,M,301.6,312.6,1235,50.0,37,0,0,0,0,0,0
491,M00491,M,298.5,309.1,1444,31.1,209,0,0,0,0,0,0
492,M00492,M,297.2,307.6,1761,36.3,140,0,0,0,0,0,0
493,M00493,M,301.1,310.8,1360,39.5,118,0,0,0,0,0,0
494,L00494,L,299.9,308.1,1823,55.4,34,0,0,0,0,0,0
495,M00495,M,297.1,307.6,1385,50.0,133,0,0,0,0,0,0
496,M00496,M,300.9,308.4,1286,55.9,71,0,0,0,0,0,0
497,L00497,L,299.5,309.1,1551,40.3,32,0,0,0,0,0,0
498,M00498,M,301.1,311.1,1636,54.3,136,0,0,0,0,0,0
499,L00499,L,300.9,310.4,1538,52.7,172,0,0,0,0,0,0
500,M00500,M,298.8,311.0,1530,47.0,17,0,0,0,0,0,0
501,M00501,M,301.3,313.1,1821,47.8,17,0,0,0,0,0,0
502,H00502,H,299.0,310.0,1519,34.1,192,0,0,0,0,0,0
503,H00503,H,299.1,308.2,1406,58.3,57,0,0,0,0,0,0
504,M00504,M,298.9,310.9,1273,37.5,42,0,0,0,0,0,0
505,M00505,M,302.3,312.9,1755,45.6,246,0,0,0,0,0,0
506,M00506,M,299.4,308.5,1415,46.8,49,0,0,0,0,0,0
507,L00507,L,302.7,312.8,1434,26.3,173,0,0,0,0,0,0
508,H00508,H,303.6,314.5,1710,39.5,211,1,1,0,0,0,0
509,L00509,L,298.5,307.9,1911,42.0,83,0,0,0,0,0,0
510,L00510,L,294.2,304.3,1550,38.9,117,0,0,0,0,0,0
511,L00511,L,302.1,312.4,1473,39.6,140,0,0,0,0,0,0
512,H00512,H,299.3,308.2,1499,54.9,56,0,0,0,0,0,0
513,L00513,L,298.3,308.0,1409,31.7,75,0,0,0,0,0,0
514,L00514,L,298.8,307.8,1429,27.3,244,0,0,0,0,0,0
515,L00515,L,299.2,310.0,1430,34.1,69,0,0,0,0,0,0
516,L00516,L,302.6,311.7,1682,47.4,206,0,0,0,0,0,0
517,L00517,L,300.3,310.6,1482,48.4,135,0,0,0,0,0,0
518,M00518,M,302.6,311.2,1772,46.1,166,0,0,0,0,0,0
519,L00519,L,301.0,309.9,1477,49.1,116,0,0,0,0,0,0
520,H00520,H,299.4,308.2,1427,42.6,154,0,0,0,0,0,0
521,H00521,H,299.2,308.9,1756,34.8,142,0,0,0,0,0,0
522,L00522,L,301.1,311.3,1504,30.5,122,0,0,0,0,0,0
523,L00523,L,301.6,312.0,1475,27.4,203,0,0,0,0,0,0
524,M00524,M,302.0,310.2,1507,37.7,226,0,0,0,0,0,0
525,L00525,L,299.5,309.3,1793,47.9,65,0,0,0,0,0,0
526,L00526,L,300.4,309.6,1561,42.4,34,0,0,0,0,0,0
527,H00527,H,301.2,311.7,1750,40.2,210,0,0,0,0,0,0
528,H00528,H,299.2,309.0,1453,29.4,59,0,0,0,0,0,0
529,M00529,M,297.7,307.6,1718,65.8,222,1,0,0,0,1,0
530,L00530,L,298.4,307.6,1548,31.7,26,0,0,0,0,0,0
531,M00531,M,299.5,311.2,1677,41.2,26,0,0,0,0,0,0
532,M00532,M,301.3,310.0,1693,50.0,49,0,0,0,0,0,0
533,L00533,L,302.5,312.1,1312,40.4,3,0,0,0,0,0,0
534,M00534,M,297.3,307.4,1514,31.9,192,0,0,0,0,0,0
535,L00535,L,298.8,308.6,1691,48.1,100,0,0,0,0,0,0
536,L00536,L,299.3,308.5,1723,26.6,239,0,0,0,0,0,0
537,M00537,M,301.6,309.8,1751,57.4,95,0,0,0,0,0,0
538,L00538,L,298.9,308.3,1521,42.8,178,0,0,0,0,0,0
539,L00539,L,299.1,308.2,1808,37.5,173,0,0,0,0,0,0
540,H00540,H,297.2,308.9,1369,25.8,87,0,0,0,0,0,0
541,H00541,H,301.0,313.2,1201,28.5,231,0,0,0,0,0,0
542,M00542,M,299.7,309.6,1444,39.5,104,0,0,0,0,0,0
543,H00543,H,298.7,307.3,1739,58.9,144,0,0,0,0,0,0
544,H00544,H,299.5,310.2,1283,42.3,106,0,0,0,0,0,0
545,L00545,L,302.3,311.3,1206,43.5,110,0,0,0,0,0,0
546,L00546,L,298.0,307.4,1168,43.9,14,0,0,0,0,0,0
547,L00547,L,298.3,307.7,1647,63.6,78,0,0,0,0,0,0
548,L00548,L,302.5,312.0,1210,35.6,240,0,0,0,0,0,0
549,M00549,M,300.2,309.8,1610,55.7,213,0,0,0,0,0,0
550,L00550,L,301.3,310.0,1434,36.0,223,0,0,0,0,0,0
551,L00551,L,300.8,310.1,1346,33.0,180,0,0,0,0,0,0
552,L00552,L,299.9,310.9,1300,39.2,165,0,0,0,0,0,0
553,L00553,L,299.3,309.3,1541,39.2,227,0,0,0,0,0,0
554,H00554,H,301.7,311.8,1349,45.6,141,0,0,0,0,0,0
555,L00555,L,302.3,310.1,1499,16.8,232,0,0,0,0,0,0
556,L00556,L,302.2,313.1,1580,41.5,105,0,0,0,0,0,0
557,L00557,L,297.6,306.9,1623,34.0,151,0,0,0,0,0,0
558,L00558,L,302.6,313.7,1687,32.8,119,0,0,0,0,0,0
559,M00559,M,299.3,309.4,1533,27.0,8,0,0,0,0,0,0
560,L00560,L,298.5,307.9,1290,36.4,50,0,0,0,0,0,0
561,L00561,L,299.7,308.0,1593,34.8,235,0,0,0,0,0,0
562,L00562,L,301.7,313.8,1631,35.7,151,0,0,0,0,0,0
563,H00563,H,301.1,311.9,1464,23.6,17,0,0,0,0,0,0
564,M00564,M,299.5,310.4,1442,41.0,248,0,0,0,0,0,0
565,M00565,M,301.7,313.5,1995,32.1,238,0,0,0,0,0,0
566,M00566,M,300.3,310.5,1241,23.6,183,0,0,0,0,0,0
567,M00567,M,298.9,310.2,1599,34.5,75,0,0,0,0,0,0
568,L00568,L,298.6,308.1,1709,32.3,75,0,0,0,0,0,0
569,L00569,L,300.8,311.6,1432,40.4,219,0,0,0,0,0,0
570,M00570,M,299.8,309.2,1466,34.4,18,0,0,0,0,0,0
571,L00571,L,297.2,306.7,1420,25.5,60,0,0,0,0,0,0
572,H00572,H,301.7,311.8,1500,31.1,47,0,0,0,0,0,0
573,L00573,L,299.0,307.8,1680,22.7,181,0,0,0,0,0,0
574,M00574,M,303.2,313.5,1460,51.4,100,0,0,0,0,0,0
575,H00575,H,297.2,306.9,2122,53.0,237,0,0,0,0,0,0
576,M00576,M,299.6,307.7,1409,54.2,206,0,0,0,0,0,0
577,H00577,H,298.6,308.1,1776,34.1,253,0,0,0,0,0,0
578,M00578,M,298.0,307.7,1609,53.0,79,0,0,0,0,0,0
579,H00579,H,299.0,309.9,1522,44.1,125,0,0,0,0,0,0
580,L00580,L,303.5,313.8,1794,31.8,167,0,0,0,0,0,0
581,L00581,L,300.3,311.7,1180,33.7,247,0,0,0,0,0,0
582,M00582,M,298.4,308.9,1585,38.3,90,0,0,0,0,0,0
583,L00583,L,296.3,305.8,1357,41.0,83,0,0,0,0,0,0
584,L00584,L,296.6,306.5,1413,43.6,159,0,0,0,0,0,0
585,H00585,H,298.9,308.6,1403,40.0,173,0,0,0,0,0,0
586,M00586,M,298.7,309.2,1307,36.5,51,0,0,0,0,0,0
587,L00587,L,299.6,309.6,1169,53.5,115,0,0,0,0,0,0
588,L00588,L,295.5,304.8,1578,38.9,95,0,0,0,0,0,0
589,L00589,L,299.8,309.8,1487,38.3,107,0,0,0,0,0,0
590,L00590,L,302.1,312.5,1440,37.8,36,0,0,0,0,0,0
591,H00591,H,303.2,312.2,1652,38.9,169,0,0,0,0,0,0
592,L00592,L,296.2,306.5,1590,26.4,47,0,0,0,0,0,0
593,L00593,L,298.4,306.8,1447,30.0,6,0,0,0,0,0,0
594,M00594,M,298.3,309.4,2110,64.5,128,0,0,0,0,0,0
595,L00595,L,300.3,310.8,1704,23.5,10,0,0,0,0,0,0
596,L00596,L,297.6,309.2,1989,42.7,169,0,0,0,0,0,0
597,M00597,M,303.4,312.2,1417,43.4,153,0,0,0,0,0,0
598,M00598,M,300.1,311.2,1550,50.1,146,0,0,0,0,0,0
599,H00599,H,299.8,310.7,1252,43.7,29,0,0,0,0,0,0
600,M00600,M,303.2,313.0,1434,58.9,34,0,0,0,0,0,0
601,L00601,L,300.0,309.6,1383,42.4,168,0,0,0,0,0,0
602,M00602,M,300.8,309.7,2099,53.5,11,0,0,0,0,0,0
603,H00603,H,298.5,307.2,1362,50.4,34,0,0,0,0,0,0
604,M00604,M,297.3,306.5,1453,55.4,196,0,0,0,0,0,0
605,H00605,H,298.8,307.5,1209,40.2,47,0,0,0,0,0,0
606,M00606,M,304.4,316.0,1607,44.0,128,0,0,0,0,0,0
607,H00607,H,301.3,309.8,1320,36.3,30,0,0,0,0,0,0
608,L00608,L,300.5,310.7,1684,41.6,59,0,0,0,0,0,0
609,M00609,M,298.0,308.5,1168,42.1,225,0,0,0,0,0,0
610,L00610,L,301.8,312.2,1476,19.2,191,0,0,0,0,0,0
611,M00611,M,297.3,307.7,1168,38.6,51,0,0,0,0,0,0
612,M00612,M,296.9,307.8,1402,48.9,57,0,0,0,0,0,0
613,H00613,H,298.9,308.4,1443,26.5,125,0,0,0,0,0,0
614,H00614,H,303.9,314.0,1380,30.1,165,0,0,0,0,0,0
615,L00615,L,303.8,313.5,1400,51.6,147,0,0,0,0,0,0
616,M00616,M,299.1,310.4,1694,53.4,75,1,0,0,1,0,0
617,M00617,M,298.7,310.8,1935,33.8,243,0,0,0,0,0,0
618,L00618,L,296.7,305.5,1568,41.7,211,0,0,0,0,0,0
619,L00619,L,300.2,308.1,1328,39.2,165,1,0,1,0,0,0
620,L00620,L,300.3,310.9,1513,51.8,230,1,0,0,0,1,0
621,M00621,M,301.6,312.6,1429,34.7,77,0,0,0,0,0,0
622,L00622,L,301.8,313.8,1678,36.2,76,0,0,0,0,0,0
623,H00623,H,299.6,310.3,1558,53.4,83,0,0,0,0,0,0
624,L00624,L,301.1,312.5,1184,30.0,41,0,0,0,0,0,0
625,H00625,H,298.6,310.3,1720,35.0,40,0,0,0,0,0,0
626,L00626,L,301.1,312.5,1693,41.3,230,0,0,0,0,0,0
627,M00627,M,299.0,309.9,1799,55.2,220,0,0,0,0,0,0
628,L00628,L,300.9,309.6,1397,28.1,139,0,0,0,0,0,0
629,M00629,M,300.8,310.7,1560,32.9,170,0,0,0,0,0,0
630,H00630,H,300.1,310.4,1263,45.9,65,0,0,0,0,0,0
631,H00631,H,301.6,311.5,1490,47.5,11,0,0,0,0,0,0
632,H00632,H,296.9,306.8,1579,42.1,117,0,0,0,0,0,0
633,L00633,L,297.9,309.4,1373,38.8,169,0,0,0,0,0,0
634,L00634,L,299.5,308.7,1568,41.3,172,0,0,0,0,0,0
635,L00635,L,297.1,307.9,1534,24.9,153,0,0,0,0,0,0
636,L00636,L,299.2,309.5,1410,41.0,234,0,0,0,0,0,0
637,M00637,M,299.3,308.4,1779,54.8,56,0,0,0,0,0,0
638,M00638,M,302.6,311.5,1453,26.8,70,0,0,0,0,0,0
639,M00639,M,300.3,308.6,1527,32.2,23,0,0,0,0,0,0
640,H00640,H,302.1,312.5,1207,36.0,242,0,0,0,0,0,0
641,M00641,M,300.6,310.5,1604,36.7,118,0,0,0,0,0,0
642,H00642,H,298.9,308.1,1405,58.4,107,0,0,0,0,0,0
643,L00643,L,300.3,308.4,1691,30.7,249,0,0,0,0,0,0
644,L00644,L,301.5,311.9,1238,28.7,108,0,0,0,0,0,0
645,M00645,M,302.4,312.2,1586,47.7,88,0,0,0,0,0,0
646,H00646,H,299.7,309.0,1168,33.5,58,0,0,0,0,0,0
647,L00647,L,296.7,305.7,1623,47.9,111,0,0,0,0,0,0
648,M00648,M,296.6,306.3,1465,38.0,176,0,0,0,0,0,0
649,M00649,M,299.3,309.8,1580,44.6,234,0,0,0,0,0,0
650,L00650,L,295.3,305.0,1380,24.3,48,0,0,0,0,0,0
651,L00651,L,303.6,312.4,1310,44.6,175,0,0,0,0,0,0
652,H00652,H,301.2,311.1,1413,42.2,7,0,0,0,0,0,0
653,M00653,M,298.7,309.8,1538,37.4,206,0,0,0,0,0,0
654,L00654,L,297.8,307.8,1615,27.7,71,0,0,0,0,0,0
655,H00655,H,302.1,312.1,1561,42.2,15,0,0,0,0,0,0
656,L00656,L,297.8,307.4,1313,47.2,100,0,0,0,0,0,0
657,H00657,H,298.0,307.1,1868,34.7,231,0,0,0,0,0,0
658,L00658,L,298.5,307.5,1567,34.9,59,0,0,0,0,0,0
659,M00659,M,300.2,308.6,1376,47.9,76,1,0,1,0,0,0
660,L00660,L,301.2,312.4,1585,57.1,42,0,0,0,0,0,0
661,L00661,L,302.4,312.8,1551,49.4,248,1,0,0,0,1,0
662,H00662,H,302.1,312.2,1465,42.3,114,0,0,0,0,0,0
663,L00663,L,300.0,310.3,1441,37.6,240,1,1,0,0,0,0
664,L00664,L,302.0,312.4,1697,39.7,23,0,0,0,0,0,0
665,L00665,L,298.7,307.9,1846,26.7,114,0,0,0,0,0,0
666,M00666,M,296.4,306.0,1168,38.5,123,0,0,0,0,0,0
667,H00667,H,298.7,308.2,1746,51.2,70,0,0,0,0,0,0
668,H00668,H,298.4,310.9,1504,40.4,131,0,0,0,0,0,0
669,L00669,L,298.7,309.8,1547,33.7,89,0,0,0,0,0,0
670,L00670,L,298.1,308.2,1770,32.8,62,0,0,0,0,0,0
671,L00671,L,299.1,310.4,1168,39.7,92,0,0,0,0,0,0
672,M00672,M,301.2,312.5,1663,27.7,164,0,0,0,0,0,0
673,H00673,H,303.4,312.0,1756,30.9,123,0,0,0,0,0,0
674,M00674,M,296.5,306.3,1362,55.3,107,0,0,0,0,0,0
675,M00675,M,297.4,307.4,1221,29.6,219,0,0,0,0,0,0
676,L00676,L,298.4,309.0,1828,32.0,163,0,0,0,0,0,0
677,H00677,H,301.5,311.3,1168,42.9,166,0,0,0,0,0,0
678,L00678,L,299.6,309.5,1584,35.6,56,0,0,0,0,0,0
679,L00679,L,298.6,308.1,1705,40.9,190,0,0,0,0,0,0
680,L00680,L,301.4,312.5,1579,48.6,9,0,0,0,0,0,0
681,L00681,L,301.9,310.5,1613,24.5,54,0,0,0,0,0,0
682,L00682,L,300.0,309.5,1447,47.5,104,0,0,0,0,0,0
683,L00683,L,298.4,306.5,1593,34.2,225,0,0,0,0,0,0
684,L00684,L,300.5,309.5,1358,37.1,7,0,0,0,0,0,0
685,M00685,M,299.5,309.9,1384,59.2,116,0,0,0,0,0,0
686,L00686,L,299.5,309.9,1507,26.0,30,0,0,0,0,0,0
687,L00687,L,299.0,308.7,1192,45.9,58,0,0,0,0,0,0
688,H00688,H,301.8,313.0,1615,51.3,108,0,0,0,0,0,0
689,M00689,M,300.5,311.9,1168,33.2,28,0,0,0,0,0,0
690,M00690,M,302.1,312.0,1573,33.3,213,0,0,0,0,0,0
691,L00691,L,302.7,312.9,1591,36.3,21,0,0,0,0,0,0
692,H00692,H,300.9,310.5,1341,33.1,153,0,0,0,0,0,0
693,L00693,L,299.0,309.6,1253,40.7,41,0,0,0,0,0,0
694,L00694,L,302.1,310.9,1418,48.9,27,0,0,0,0,0,0
695,H00695,H,300.9,312.7,1628,36.4,122,0,0,0,0,0,0
696,M00696,M,305.2,316.3,1569,49.3,90,0,0,0,0,0,0
697,M00697,M,300.6,309.4,1278,54.0,14,0,0,0,0,0,0
698,M00698,M,301.4,310.6,1521,44.3,19,0,0,0,0,0,0
699,M00699,M,300.6,311.0,1552,45.3,79,0,0,0,0,0,0
700,L00700,L,299.8,309.5,1544,34.1,198,0,0,0,0,0,0
701,L00701,L,299.5,310.0,1303,13.8,215,0,0,0,0,0,0
702,L00702,L,300.6,310.2,1531,45.9,17,0,0,0,0,0,0
703,L00703,L,301.0,312.6,1684,48.0,43,0,0,0,0,0,0
704,H00704,H,302.3,312.3,1607,42.4,91,0,0,0,0,0,0
705,L00705,L,300.6,313.0,1582,49.1,164,0,0,0,0,0,0
706,M00706,M,299.1,309.7,1829,34.5,75,0,0,0,0,0,0
707,M00707,M,299.3,308.0,1534,45.2,59,0,0,0,0,0,0
708,M00708,M,297.4,309.4,1332,54.7,152,0,0,0,0,0,0
709,L00709,L,303.3,314.4,1332,46.7,172,0,0,0,0,0,0
710,L00710,L,298.9,309.3,1535,53.4,123,0,0,0,0,0,0
711,H00711,H,301.9,312.6,1212,53.5,174,0,0,0,0,0,0
712,M00712,M,300.6,309.4,1438,27.8,4,0,0,0,0,0,0
713,H00713,H,300.6,308.8,1593,47.2,88,0,0,0,0,0,0
714,H00714,H,299.8,309.7,1734,33.7,159,0,0,0,0,0,0
715,M00715,M,298.4,309.8,1191,28.9,168,0,0,0,0,0,0
716,L00716,L,298.1,308.5,1520,37.1,49,0,0,0,0,0,0
717,M00717,M,303.5,315.2,1486,57.5,87,0,0,0,0,0,0
718,L00718,L,300.2,311.5,1508,34.6,57,0,0,0,0,0,0
719,M00719,M,302.3,312.3,1528,22.4,230,0,0,0,0,0,0
720,H00720,H,302.8,314.0,1494,25.6,80,0,0,0,0,0,0
721,M00721,M,299.2,310.7,1778,44.8,226,0,0,0,0,0,0
722,L00722,L,300.8,310.8,1749,32.4,224,0,0,0,0,0,0
723,L00723,L,300.1,309.9,1929,19.6,133,0,0,0,0,0,0
724,H00724,H,297.7,307.8,1498,25.9,225,0,0,0,0,0,0
725,L00725,L,299.6,307.2,1418,41.7,19,0,0,0,0,0,0
726,L00726,L,301.2,311.5,1306,47.8,32,0,0,0,0,0,0
727,L00727,L,299.0,309.7,1396,35.5,103,0,0,0,0,0,0
728,L00728,L,299.4,309.5,1643,46.5,175,0,0,0,0,0,0
729,L00729,L,299.7,310.0,1674,49.1,246,0,0,0,0,0,0
730,M00730,M,304.2,314.2,1635,32.2,121,0,0,0,0,0,0
731,L00731,L,296.3,304.3,1367,38.8,2,1,0,1,0,0,0
732,L00732,L,301.0,312.7,1368,34.0,46,0,0,0,0,0,0
733,L00733,L,299.5,309.1,1891,45.4,111,0,0,0,0,0,0
734,L00734,L,298.7,308.1,1334,33.9,175,0,0,0,0,0,0
735,L00735,L,299.4,310.8,1783,27.9,148,0,0,0,0,0,0
736,M00736,M,301.3,312.3,1581,40.5,225,0,0,0,0,0,0
737,L00737,L,301.4,311.7,1353,51.1,67,0,0,0,0,0,0
738,L00738,L,300.4,311.1,1263,45.1,137,0,0,0,0,0,0
739,L00739,L,302.2,311.0,1362,50.1,36,0,0,0,0,0,0
740,L00740,L,302.5,312.5,1584,49.2,163,0,0,0,0,0,0
741,L00741,L,301.6,312.9,1318,40.4,193,0,0,0,0,0,0
742,L00742,L,298.9,308.2,1811,34.0,130,0,0,0,0,0,0
743,H00743,H,301.0,310.0,1458,31.3,118,0,0,0,0,0,0
744,L00744,L,301.0,311.1,1640,24.1,47,0,0,0,0,0,0
745,M00745,M,298.4,308.5,1624,51.9,239,1,0,0,0,1,0
746,L00746,L,296.9,307.5,1824,36.7,153,0,0,0,0,0,0
747,L00747,L,296.0,304.6,1412,23.0,206,0,0,0,0,0,0
748,L00748,L,300.1,307.6,1521,52.3,6,0,0,0,0,0,0
749,M00749,M,300.6,311.5,1220,40.9,67,0,0,0,0,0,0
750,H00750,H,297.6,306.6,1521,49.7,127,0,0,0,0,0,0
